date,1. open,2. high,3. low,4. close,5. volume
2021-04-16 16:44:00,155.55,155.55,155.55,155.55,854.0
2021-04-16 16:43:00,155.56,155.56,155.55,155.55,779.0
2021-04-16 16:42:00,155.56,155.56,155.56,155.56,865.0
2021-04-16 16:41:00,155.8,155.8,155.79,155.79,749.0
2021-04-16 16:40:00,155.57,155.8,155.57,155.8,632.0
2021-04-16 16:39:00,155.8,155.8,155.8,155.8,726.0
2021-04-16 16:38:00,156.05,156.05,156.0,156.0,1885.0
2021-04-16 16:37:00,156.15,156.15,156.15,156.15,675.0
2021-04-16 16:36:00,156.33,156.33,156.06,156.06,1262.0
2021-04-16 16:35:00,156.4,156.5,156.26,156.26,2298.0
2021-04-16 16:34:00,156.37,156.5,156.25,156.5,3634.0
2021-04-16 16:33:00,155.99,156.0,155.99,156.0,4822.0
2021-04-16 16:32:00,155.69,155.78,155.69,155.78,1435.0
2021-04-16 16:31:00,155.2,155.5,155.2,155.5,2319.0
2021-04-16 16:30:00,154.95,155.0,154.95,155.0,2385.0
2021-04-16 16:29:00,154.95,154.95,154.8,154.8,1503.0
2021-04-16 16:28:00,154.75,154.9999,154.51,154.9999,2420.0
2021-04-16 16:27:00,154.51,154.51,154.51,154.51,422.0
2021-04-16 16:26:00,154.5,154.5,154.5,154.5,618.0
2021-04-16 16:25:00,154.51,154.51,154.51,154.51,540.0
2021-04-16 16:24:00,154.99,154.99,154.51,154.51,646.0
2021-04-16 16:23:00,154.8,154.8,154.5,154.8,1586.0
2021-04-16 16:22:00,153.52,155.5,153.01,154.21,8607.0
2021-04-16 16:21:00,153.53,153.53,153.53,153.53,385.0
2021-04-16 16:17:00,153.51,154.0,153.51,154.0,678.0
2021-04-16 16:16:00,153.6,153.6,153.51,153.51,945.0
2021-04-16 16:15:00,153.8,153.8,153.5,153.5,572.0
2021-04-16 16:14:00,153.85,153.85,153.85,153.85,793.0
2021-04-16 16:11:00,154.0,154.0,154.0,154.0,666.0
2021-04-16 16:10:00,154.35,154.46,154.0,154.0,933.0
2021-04-16 16:09:00,154.35,154.35,154.35,154.35,439.0
2021-04-16 16:08:00,154.53,154.6,154.49,154.49,895.0
2021-04-16 16:07:00,154.5,154.52,154.5,154.52,762.0
2021-04-16 16:06:00,154.3,154.3,154.3,154.3,1429.0
2021-04-16 16:05:00,154.2,154.2,154.2,154.2,587.0
2021-04-16 16:04:00,154.0,154.0,153.9,153.9,1747.0
2021-04-16 16:03:00,154.0,154.0,153.75,154.0,1331.0
2021-04-16 16:02:00,154.0,154.69,153.62,153.66,4352.0
2021-04-16 16:01:00,154.69,154.69,153.5,153.51,2472.0
2021-04-16 16:00:00,154.96,155.0,154.21,154.68,47814.0
2021-04-16 15:59:00,154.66,154.99,154.56,154.96,42711.0
2021-04-16 15:58:00,154.49,154.65,154.26,154.5732,37582.0
2021-04-16 15:57:00,153.87,154.49,153.855,154.38,33689.0
2021-04-16 15:56:00,154.08,154.23,153.86,153.9725,16567.0
2021-04-16 15:55:00,154.215,154.54,153.91,154.416,15642.0
2021-04-16 15:54:00,154.1074,154.37,153.7,154.34,23711.0
2021-04-16 15:53:00,154.47,154.47,153.93,153.96,11728.0
2021-04-16 15:52:00,154.67,154.67,153.95,154.39,36385.0
2021-04-16 15:51:00,155.0,155.04,154.5,154.5803,17515.0
2021-04-16 15:50:00,154.78,154.9,154.6,154.75,4462.0
2021-04-16 15:49:00,154.69,154.95,154.56,154.69,6930.0
2021-04-16 15:48:00,154.45,154.78,154.38,154.77,5827.0
2021-04-16 15:47:00,154.75,154.75,154.3801,154.6295,17551.0
2021-04-16 15:46:00,154.56,154.8,154.52,154.6026,7977.0
2021-04-16 15:45:00,155.18,155.2525,154.56,154.75,20352.0
2021-04-16 15:44:00,155.2371,155.2371,154.97,155.02,6871.0
2021-04-16 15:43:00,154.7,155.26,154.54,154.99,17781.0
2021-04-16 15:42:00,155.0727,155.0727,154.61,154.61,6825.0
2021-04-16 15:41:00,154.788,155.16,154.59,155.16,13743.0
2021-04-16 15:40:00,154.79,154.97,154.58,154.97,9356.0
2021-04-16 15:39:00,154.8,155.1304,154.75,154.7606,13207.0
2021-04-16 15:38:00,155.09,155.2,154.7,154.7,7524.0
2021-04-16 15:37:00,155.0743,155.48,155.06,155.28,11338.0
2021-04-16 15:36:00,155.8604,155.99,155.22,155.3,30663.0
2021-04-16 15:35:00,155.4899,155.94,155.2855,155.915,25781.0
2021-04-16 15:34:00,154.72,155.489,154.5201,155.489,29026.0
2021-04-16 15:33:00,154.73,154.73,154.33,154.5,13314.0
2021-04-16 15:32:00,155.15,155.15,154.5354,154.8132,20410.0
2021-04-16 15:31:00,154.6299,155.2,154.6299,155.0,12427.0
2021-04-16 15:30:00,154.55,154.79,154.5,154.79,13431.0
2021-04-16 15:29:00,155.1794,155.28,154.64,154.64,27414.0
2021-04-16 15:28:00,155.6636,155.6636,154.96,155.1727,33075.0
2021-04-16 15:27:00,154.71,155.7499,154.7,155.6,43013.0
2021-04-16 15:26:00,154.5562,155.0,154.5029,154.73,17967.0
2021-04-16 15:25:00,154.625,154.63,153.8,154.61,24345.0
2021-04-16 15:24:00,154.2699,154.704,154.0,154.69,16900.0
2021-04-16 15:23:00,153.77,154.3284,153.77,154.3284,17415.0
2021-04-16 15:22:00,153.65,153.9588,153.65,153.875,6453.0
2021-04-16 15:21:00,153.88,154.06,153.5906,153.765,19793.0
2021-04-16 15:20:00,153.31,153.891,153.31,153.891,14687.0
2021-04-16 15:19:00,153.2683,153.45,153.11,153.32,7108.0
2021-04-16 15:18:00,153.9,153.93,152.92,153.115,27494.0
2021-04-16 15:17:00,153.6215,154.1581,153.6215,153.9505,21807.0
2021-04-16 15:16:00,153.4322,153.63,153.408,153.53,13203.0
2021-04-16 15:15:00,153.47,153.49,153.2001,153.2771,10445.0
2021-04-16 15:14:00,153.245,153.49,153.0901,153.24,8279.0
2021-04-16 15:13:00,152.96,153.2499,152.81,153.1775,6353.0
2021-04-16 15:12:00,152.6573,153.0,152.62,152.95,15289.0
2021-04-16 15:11:00,152.6,152.74,152.5117,152.74,2766.0
2021-04-16 15:10:00,152.565,152.565,152.47,152.5578,4015.0
2021-04-16 15:09:00,152.58,152.83,152.45,152.58,6829.0
2021-04-16 15:08:00,152.56,152.76,152.44,152.5,5244.0
2021-04-16 15:07:00,152.32,152.65,152.32,152.5455,6005.0
2021-04-16 15:06:00,152.21,152.57,152.21,152.28,10507.0
2021-04-16 15:05:00,152.27,152.62,152.2,152.285,5996.0
2021-04-16 15:04:00,152.51,152.79,152.33,152.37,10849.0
2021-04-16 15:03:00,152.41,152.73,152.41,152.66,8966.0
2021-04-16 15:02:00,152.43,152.58,152.31,152.41,9003.0
2021-04-16 15:01:00,152.62,152.6506,152.36,152.36,2925.0
2021-04-16 15:00:00,152.5767,152.68,152.37,152.5,6589.0
2021-04-16 14:59:00,152.26,152.6982,152.25,152.66,4588.0
2021-04-16 14:58:00,152.6773,152.81,152.2,152.2732,8571.0
2021-04-16 14:57:00,152.61,152.7,152.4,152.66,7038.0
2021-04-16 14:56:00,152.95,153.0168,152.6,152.81,11437.0
2021-04-16 14:55:00,153.0648,153.289,152.96,152.9689,3786.0
2021-04-16 14:54:00,153.015,153.14,152.91,153.0374,7701.0
2021-04-16 14:53:00,153.135,153.19,153.0226,153.1,3277.0
2021-04-16 14:52:00,153.2,153.21,152.89,153.21,7206.0
2021-04-16 14:51:00,153.24,153.3099,153.11,153.2725,4608.0
2021-04-16 14:50:00,153.1845,153.24,153.03,153.2,5004.0
2021-04-16 14:49:00,153.14,153.49,153.0,153.25,5265.0
2021-04-16 14:48:00,153.01,153.2,153.01,153.07,2670.0
2021-04-16 14:47:00,153.186,153.31,153.13,153.1903,2398.0
2021-04-16 14:46:00,153.34,153.35,152.92,153.3,10877.0
2021-04-16 14:45:00,153.3,153.42,153.0001,153.225,11256.0
2021-04-16 14:44:00,153.01,153.3,153.01,153.15,5004.0
2021-04-16 14:43:00,152.5711,153.2599,152.43,153.035,9758.0
2021-04-16 14:42:00,152.4,152.7599,152.4,152.6849,5565.0
2021-04-16 14:41:00,152.115,152.55,152.0191,152.4,12417.0
2021-04-16 14:40:00,152.5,152.53,151.82,152.0,28408.0
2021-04-16 14:39:00,152.5,152.57,152.35,152.493,7425.0
2021-04-16 14:38:00,153.07,153.07,152.46,152.46,17584.0
2021-04-16 14:37:00,153.14,153.195,153.06,153.17,2326.0
2021-04-16 14:36:00,153.05,153.27,153.02,153.27,2526.0
2021-04-16 14:35:00,153.01,153.36,153.01,153.0301,7080.0
2021-04-16 14:34:00,153.4155,153.4155,153.0001,153.0001,4239.0
2021-04-16 14:33:00,153.0164,153.2,153.0164,153.1001,4358.0
2021-04-16 14:32:00,153.145,153.2778,152.89,153.1,7071.0
2021-04-16 14:31:00,153.11,153.2802,153.0,153.07,3766.0
2021-04-16 14:30:00,153.16,153.36,153.0,153.2,9201.0
2021-04-16 14:29:00,153.48,153.56,153.15,153.16,4978.0
2021-04-16 14:28:00,153.37,153.49,153.16,153.49,3149.0
2021-04-16 14:27:00,153.5,153.5169,153.35,153.37,7891.0
2021-04-16 14:26:00,153.41,153.75,153.4002,153.42,2786.0
2021-04-16 14:25:00,154.088,154.088,153.35,153.8573,10039.0
2021-04-16 14:24:00,153.7458,154.15,153.6501,154.15,9477.0
2021-04-16 14:23:00,153.5225,153.8934,153.52,153.6,5643.0
2021-04-16 14:22:00,153.6,153.67,153.5,153.5,2407.0
2021-04-16 14:21:00,153.5,153.68,153.34,153.6588,2380.0
2021-04-16 14:20:00,153.31,153.55,153.2747,153.39,2981.0
2021-04-16 14:19:00,153.85,153.85,153.31,153.32,7448.0
2021-04-16 14:18:00,153.884,153.885,153.63,153.8678,2900.0
2021-04-16 14:17:00,153.58,153.73,153.42,153.6,2351.0
2021-04-16 14:16:00,153.665,153.8,153.41,153.41,3749.0
2021-04-16 14:15:00,153.8913,153.9726,153.6,153.6,2461.0
2021-04-16 14:14:00,153.8896,154.0049,153.8,153.8,1679.0
2021-04-16 14:13:00,153.85,154.03,153.85,153.936,3362.0
2021-04-16 14:12:00,153.92,153.9494,153.69,153.9364,1346.0
2021-04-16 14:11:00,153.51,153.88,153.51,153.879,4042.0
2021-04-16 14:10:00,153.57,153.6964,153.15,153.61,5580.0
2021-04-16 14:09:00,154.0571,154.0571,153.584,153.584,5763.0
2021-04-16 14:08:00,154.25,154.34,154.11,154.15,6303.0
2021-04-16 14:07:00,154.17,154.49,154.17,154.2885,13330.0
2021-04-16 14:06:00,154.0098,154.18,153.91,154.09,4520.0
2021-04-16 14:05:00,154.0,154.24,153.977,154.1141,8352.0
2021-04-16 14:04:00,153.8574,154.006,153.61,154.006,7838.0
2021-04-16 14:03:00,153.706,153.84,153.61,153.75,5876.0
2021-04-16 14:02:00,153.0781,153.71,153.0781,153.64,6077.0
2021-04-16 14:01:00,153.0,153.4199,152.95,153.0,5667.0
2021-04-16 14:00:00,152.98,153.1047,152.82,153.025,4721.0
2021-04-16 13:59:00,153.05,153.27,152.85,152.93,20541.0
2021-04-16 13:58:00,153.4082,153.4082,153.05,153.05,7314.0
2021-04-16 13:57:00,153.7,153.74,153.43,153.43,4737.0
2021-04-16 13:56:00,153.66,153.66,153.56,153.56,3561.0
2021-04-16 13:55:00,153.8,153.977,153.77,153.77,5926.0
2021-04-16 13:54:00,153.9985,153.9985,153.8,153.8,2026.0
2021-04-16 13:53:00,153.8639,154.12,153.8,153.8,6171.0
2021-04-16 13:52:00,154.0,154.09,153.8343,154.0,5058.0
2021-04-16 13:51:00,154.1,154.1,154.01,154.0101,1768.0
2021-04-16 13:50:00,154.1,154.29,154.0,154.0,2719.0
2021-04-16 13:49:00,154.3786,154.38,154.06,154.27,6384.0
2021-04-16 13:48:00,154.0638,154.31,154.06,154.15,1940.0
2021-04-16 13:47:00,154.0,154.15,153.9184,154.13,5918.0
2021-04-16 13:46:00,154.29,154.41,154.21,154.23,2806.0
2021-04-16 13:45:00,154.105,154.31,154.01,154.31,3882.0
2021-04-16 13:44:00,153.89,154.07,153.89,154.07,1976.0
2021-04-16 13:43:00,154.015,154.015,153.88,153.96,2211.0
2021-04-16 13:42:00,154.0798,154.0798,153.84,153.84,984.0
2021-04-16 13:41:00,154.19,154.19,153.82,154.14,4743.0
2021-04-16 13:40:00,153.95,154.1801,153.92,153.96,2674.0
2021-04-16 13:39:00,153.875,153.96,153.7501,153.88,3079.0
2021-04-16 13:38:00,154.12,154.12,153.6,154.0,15794.0
2021-04-16 13:37:00,154.0676,154.27,154.05,154.0716,2378.0
2021-04-16 13:36:00,154.25,154.33,154.0401,154.15,7971.0
2021-04-16 13:35:00,154.25,154.42,154.25,154.3,1741.0
2021-04-16 13:34:00,154.4,154.4999,154.25,154.26,2662.0
2021-04-16 13:33:00,154.3704,154.4842,154.3,154.3,2572.0
2021-04-16 13:32:00,154.5634,154.705,154.41,154.41,3326.0
2021-04-16 13:31:00,154.85,155.0,154.56,154.73,7822.0
2021-04-16 13:30:00,154.85,154.85,154.66,154.72,3036.0
2021-04-16 13:29:00,154.89,154.8999,154.52,154.61,2952.0
2021-04-16 13:28:00,154.73,154.73,154.73,154.73,1412.0
2021-04-16 13:27:00,154.8447,154.88,154.58,154.88,1589.0
2021-04-16 13:26:00,154.9099,154.9099,154.63,154.7,3166.0
2021-04-16 13:25:00,154.5825,154.67,154.5825,154.67,2735.0
2021-04-16 13:24:00,154.88,154.88,154.64,154.64,2828.0
2021-04-16 13:23:00,155.0,155.0,154.6,154.8799,3716.0
2021-04-16 13:22:00,155.0,155.01,155.0,155.0,1159.0
2021-04-16 13:21:00,155.2779,155.2779,154.97,155.1452,3560.0
2021-04-16 13:20:00,155.26,155.3586,155.1,155.34,1844.0
2021-04-16 13:19:00,155.15,155.469,155.06,155.215,8393.0
2021-04-16 13:18:00,154.8,155.1,154.8,154.9033,4476.0
2021-04-16 13:17:00,155.0095,155.44,154.8,154.9999,15618.0
2021-04-16 13:16:00,154.845,155.0199,154.76,154.94,4903.0
2021-04-16 13:15:00,155.3962,155.44,154.66,154.66,7871.0
2021-04-16 13:14:00,155.6845,155.6845,155.0823,155.5296,15133.0
2021-04-16 13:13:00,154.86,155.7406,154.7177,155.69,20830.0
2021-04-16 13:12:00,154.59,154.8599,154.5333,154.68,4636.0
2021-04-16 13:11:00,153.5,155.36,153.5,154.7871,99790.0
2021-04-16 13:10:00,153.9,153.9,153.45,153.622,8079.0
2021-04-16 13:09:00,153.96,154.21,153.96,154.0882,2772.0
2021-04-16 13:08:00,154.3,154.3794,153.96,153.96,4462.0
2021-04-16 13:07:00,154.06,154.46,154.03,154.46,3983.0
2021-04-16 13:06:00,154.05,154.145,153.75,154.0,12063.0
2021-04-16 13:05:00,154.25,154.55,154.0576,154.07,2843.0
2021-04-16 13:04:00,154.454,154.46,154.35,154.365,2794.0
2021-04-16 13:03:00,154.5817,154.74,154.5,154.5,4160.0
2021-04-16 13:02:00,154.615,154.67,154.56,154.56,3982.0
2021-04-16 13:01:00,154.9,154.9,154.5,154.5,4722.0
2021-04-16 13:00:00,154.83,154.9,154.6531,154.6531,3513.0
2021-04-16 12:59:00,154.59,154.8246,154.585,154.8246,2607.0
2021-04-16 12:58:00,154.8399,154.8399,154.5,154.5,3582.0
2021-04-16 12:57:00,154.635,154.8445,154.42,154.8445,2568.0
2021-04-16 12:56:00,154.38,154.9,154.38,154.56,6451.0
2021-04-16 12:55:00,154.3,154.53,154.0888,154.3028,3252.0
2021-04-16 12:54:00,154.29,154.325,154.19,154.19,1423.0
2021-04-16 12:53:00,154.6,154.65,154.171,154.265,2981.0
2021-04-16 12:52:00,154.68,154.6826,154.36,154.6176,4079.0
2021-04-16 12:51:00,154.61,154.71,154.4,154.6899,4904.0
2021-04-16 12:50:00,154.82,154.99,154.6567,154.6567,6577.0
2021-04-16 12:49:00,154.96,155.04,154.68,154.8165,14502.0
2021-04-16 12:48:00,154.67,154.98,154.67,154.96,8820.0
2021-04-16 12:47:00,154.3,154.5,154.25,154.4715,10588.0
2021-04-16 12:46:00,154.75,154.75,154.26,154.4,12803.0
2021-04-16 12:45:00,154.1,154.85,154.1,154.85,16547.0
2021-04-16 12:44:00,153.9299,154.35,153.82,154.02,15203.0
2021-04-16 12:43:00,153.7,154.06,153.6101,153.78,10769.0
2021-04-16 12:42:00,153.17,153.89,153.17,153.89,7874.0
2021-04-16 12:41:00,152.6701,153.28,152.6701,153.28,7510.0
2021-04-16 12:40:00,152.9415,152.9464,152.67,152.68,4523.0
2021-04-16 12:39:00,152.9021,153.13,152.7145,152.76,6484.0
2021-04-16 12:38:00,153.12,153.15,152.95,152.95,4776.0
2021-04-16 12:37:00,153.2391,153.62,152.61,153.19,37061.0
2021-04-16 12:36:00,153.555,153.555,153.2,153.21,4636.0
2021-04-16 12:35:00,153.71,153.71,153.53,153.59,4155.0
2021-04-16 12:34:00,153.51,153.81,153.5,153.72,6605.0
2021-04-16 12:33:00,153.54,153.56,153.25,153.4001,8269.0
2021-04-16 12:32:00,153.7899,153.7899,153.38,153.5325,8772.0
2021-04-16 12:31:00,153.89,153.9,153.6,153.6,3931.0
2021-04-16 12:30:00,153.77,153.7974,153.51,153.76,4295.0
2021-04-16 12:29:00,153.6101,154.05,153.6101,153.78,9757.0
2021-04-16 12:28:00,153.7787,153.832,153.6,153.6201,4057.0
2021-04-16 12:27:00,153.28,153.77,153.26,153.77,5398.0
2021-04-16 12:26:00,153.57,153.7023,153.29,153.29,8189.0
2021-04-16 12:25:00,153.9255,153.9255,153.42,153.6,5732.0
2021-04-16 12:24:00,154.04,154.04,153.7124,153.74,10404.0
2021-04-16 12:23:00,153.9,154.025,153.78,154.0234,7458.0
2021-04-16 12:22:00,154.36,154.36,153.9005,154.01,7479.0
2021-04-16 12:21:00,154.2962,154.4399,154.0,154.12,5091.0
2021-04-16 12:20:00,154.055,154.2,153.91,154.0774,4274.0
2021-04-16 12:19:00,154.21,154.34,153.86,153.86,6774.0
2021-04-16 12:18:00,154.53,154.53,154.04,154.285,7109.0
2021-04-16 12:17:00,153.899,154.38,153.72,154.38,10930.0
2021-04-16 12:16:00,153.54,153.85,153.54,153.85,7666.0
2021-04-16 12:15:00,153.45,153.519,153.11,153.27,8704.0
2021-04-16 12:14:00,153.49,153.96,153.3285,153.45,9000.0
2021-04-16 12:13:00,153.529,153.6258,153.19,153.44,12970.0
2021-04-16 12:12:00,153.775,153.8496,153.03,153.44,23443.0
